56877.8,58331,55600,58048.5
58049.2,59850,57355,59707.4
59707.4,60039,58500.1,58595.3
58595.6,59497.9,55630,56245.1
56245,57858.9,55320,57540.2
57540.2,57722.3,55868,57136.9
57136.9,59400,57000,58952.4
58956.3,59154.9,53500,53723.3
53720.3,55288,53600,54714.7
54713.6,57443.9,53235.6,57275.5
57275.5,58882.3,56664.5,57777.4
57777.4,59200,55877.1,56928.1
56937.8,59038.7,56450,57187.5
57187.5,57372.8,55752.5,56484.6
56484.7,57600,51367,53630.4
53611.6,53855,40589,49166.5
49166.5,49691.2,47726,49398.1
49398.5,50900,47120.3,50442.4
50442.4,51930.7,50026.6,50582.3
50582.3,51203.6,48600,50467.3
50472.2,50800,47317,47548.6
47545.1,50100,46852.7,47135.7
47131.6,49485,46714.6,49391.6
49392,50774.9,48650,50055.1
50055.1,50210.1,45714.5,46695.8
46695.8,48665.4,46285,48355.2
48350.8,49540,46539.9,48873.4
48873.4,49435.1,47512,47624.6
47624.7,48001,45425.6,46146.3
46146.4,47350,45500.1,46825.3
46825.3,48280,46410,46678.5
46678.5,47525.7,45562.7,46898.1
46898.1,49322,46655.6,48891.4
48891.5,49564,48421.1,48582.3
48582.2,51369.3,48011.5,50836.6
50836.6,51821,50401.5,50806.2
50811,51139.9,50180,50405.9
50405.9,51279.7,49449.8,50771.5
50771.5,52072.2,50446.5,50715.7
50715.6,50715.6,47289.6,47543.8
47543.8,48139.5,46039.5,46466.4
46466.4,47906.9,45932.2,47122.4
47122.5,48563.6,45668.7,46216.4
46216.4,47936.7,46210.4,47728.6
47728.6,47990,46656.1,47291.8
47291.7,47577,45700,46443.4
46443.4,47529,45555,45833
45833,47052.4,42500,43456.8
43456.2,43817.3,42420,43086.1
43086.1,43149.3,40600,41561.4
41561.5,42319.7,40501,41680.5
41680.7,42791.3,41214.9,41877.6
41877.6,42262.6,39651,41816.3
41816.4,43101.5,41257.1,42734.6
42734.5,44330.1,42456.1,43916.9
43917,44421,42311,42569.6
42569.6,43459.9,41713,43067.3
43067.3,43800.9,42564.1,43074
43074.1,43477,42600,43072.6
43072.6,43176.9,41500,42202.2
42202.1,42675.2,41279,42349.2
42349.3,42559.4,41140,41666
41665.9,43498.3,40563.2,40686
40680.9,41103.4,35420,36454.9
36454.8,36828,34011.4,35064.3
35064.9,36663,34600.8,36253.6
36253.7,37557.3,32918.7,36675.4
36669.3,37549,35703.8,36956.9
36958.1,38936,36217.9,36811.8
36816.3,37259,35515.8,37166.8
37166.8,38006,36162,37715.6
37715.6,38723.1,37305,38179.6
38179.7,38366,37350,37884.9
37882.5,38739,36626.7,38467.3
38467.4,39286,38021.2,38693.4
38693.3,38860,36576,36883.9
36889.7,37381.9,36249.1,37320.9
37320.9,41756.4,37032,41579.7
41579.6,41920,40800,41386.8
41386.8,42655,41117.9,42394.8
42394.8,44500,41649.9,43845.7
43843.4,45500,42668.3,44042.7
44045.7,44801.8,43122,44374.8
44374.8,45831.9,43165.3,43495.4
43495.4,43964.9,41952,42370.1
42370.1,43033,41725.3,42222.4
42222.4,42767.7,41869.1,42056.4
42056.3,42861.8,41525.7,42534.3
42535,44800.8,42425.3,44563.5
44563.6,44565.3,43320,43868.5
43866.6,44169.3,40058.8,40507.2
40507.2,40959.6,39450,39976.5
39976.6,40454,39632,40086.7
40086.7,40125.2,37979.3,38380
38380,39500,36800,37025.7
37020.5,38448.4,36333.1,38229.6
38229.6,39285.2,37046.8,37248.1
37248.2,39823.3,34325,38320.9
38320.9,39695,38015,39219.6
39219.6,40300,38560.3,39119.1
39117.3,39864,36977.4,37706.7
37706.7,44210.4,37446.5,43179.8
43174.8,44966,42796.9,44428.2
44428.2,45367.5,43332.8,43896.9
43896.8,44088,41832,42456.3
42456.2,42533.3,38550.1,39143.6
39143.6,39612.4,38552.9,39397
39397,39690.4,38082.5,38419.2
38419.2,39537.8,37162,37994.5
37990.3,39361.2,37870,38736.6
38736.7,42581.2,38651.1,41948.2
41944.2,42036.7,38524.5,39421
39421.1,40257.2,38220.7,38725.9
38726.1,39464,38661.2,38803.9
38803.9,39301,37580,37775.6
37773.6,39912,37555.1,39677.8
39674.1,39878,38118,39281.3
39281.4,41725.7,38825,41123.7
41123.8,41480.9,40500.1,40924
40924,42333,40146,41757.6
41758.4,42386.2,41510.7,42206.7
42205,42287,40910.9,41257.8
41261.3,41540.5,40488,41005.2
41005.3,43343,40877.6,42358.1
42358.1,43012,41757.4,42879.8
42879.8,44217.8,42600,43997.4
43997.5,45100,43572,44315.7
44315.7,44807.3,44070.9,44517.1
44517.1,46953.2,44425.3,46836.9
46836.9,48195.2,46657,47124.2
47124.2,48107.3,46944,47432.7
47432.7,47695.7,46512.4,47469
